kills,total_drops,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
472,110,1,1,3,3,6,1,8,6,3,6,1,10,2,2,5,4,6,5,5,3,4,1,2,7,5,4,2,4
331,70,1,2,3,4,3,2,3,2,3,2,2,3,1,2,3,3,1,3,4,3,3,1,4,1,2,2,2,5
458,83,2,4,2,1,3,5,1,3,4,3,3,8,4,3,6,1,1,3,3,5,4,2,5,1,1,1,3,1
392,89,4,4,4,5,6,2,6,1,4,2,4,1,7,2,3,4,2,3,4,2,3,2,2,1,3,2,2,4
591,124,9,4,5,2,5,7,9,4,5,3,3,7,2,3,7,1,7,4,2,3,1,6,4,4,4,5,2,6
872,186,6,5,6,5,6,6,12,2,10,5,9,11,5,15,4,7,5,1,3,11,7,5,10,8,4,5,5,8
356,69,2,2,3,1,4,4,2,1,4,3,4,3,2,4,1,1,3,1,1,2,3,2,2,2,4,2,3,3
870,174,8,11,1,7,3,7,7,5,4,5,9,3,3,5,9,8,5,12,3,5,9,6,2,9,7,5,10,6
492,100,1,3,8,1,1,3,4,6,4,3,2,3,1,4,4,5,5,4,4,4,3,5,6,5,4,2,1,4
342,87,6,3,5,3,3,2,6,3,4,1,2,2,5,5,1,4,3,2,3,1,2,1,3,4,5,3,2,3
612,125,5,4,4,6,5,3,2,10,1,4,4,5,3,10,3,6,4,4,6,4,7,6,4,5,3,3,3,1
371,85,5,1,2,3,4,4,2,2,1,1,3,2,3,6,3,4,7,2,9,1,5,3,4,2,2,1,2,1
521,116,4,3,1,3,3,4,4,5,4,4,9,2,4,2,6,6,6,4,3,2,10,4,4,3,3,6,2,5
368,83,5,4,3,4,5,1,2,2,3,3,3,5,3,1,5,1,3,3,2,1,3,3,1,3,5,5,2,2
560,119,3,1,4,3,8,8,6,3,2,5,5,5,3,2,2,5,5,4,4,6,6,2,5,3,4,6,5,4
497,115,7,4,4,5,3,2,3,4,5,2,4,6,1,4,1,2,6,5,3,6,2,3,5,8,6,7,3,4
501,92,6,3,2,5,3,3,4,4,4,3,2,6,1,2,1,2,3,4,4,1,4,4,2,5,5,4,3,2
607,124,6,6,10,5,1,5,1,4,1,7,9,6,4,6,5,4,3,3,9,3,5,1,2,5,6,2,3,2
695,114,6,5,3,1,1,5,2,6,6,1,4,3,6,3,4,6,5,2,6,3,7,5,3,8,2,3,5,3
451,76,3,1,2,2,4,2,2,4,3,3,5,2,4,2,4,2,1,3,1,4,1,6,5,2,1,4,2,1
869,186,6,5,11,4,12,6,9,4,4,8,5,4,6,7,6,3,9,10,9,5,10,6,5,9,6,7,1,9
570,112,7,4,5,2,3,5,6,4,2,6,5,2,3,4,3,5,3,5,5,5,3,2,4,3,1,8,4,3
1110,240,11,6,7,9,8,7,11,12,9,9,11,6,11,11,9,13,9,14,7,7,11,5,9,6,9,6,6,1
492,90,3,4,1,4,1,3,4,5,3,4,3,1,3,3,4,5,1,4,4,2,3,4,5,3,3,1,5,4
1026,227,3,8,5,10,9,1,8,8,15,7,13,2,6,8,11,5,9,7,11,6,10,6,9,9,8,9,13,11
507,111,6,4,6,2,1,2,5,4,5,4,5,2,4,2,4,4,2,4,2,3,6,5,7,6,2,5,5,4
596,118,6,3,6,2,3,5,3,5,7,1,5,4,2,4,3,5,4,6,5,5,7,3,4,8,1,5,2,4
387,90,5,3,3,7,1,4,3,4,5,1,3,1,4,2,4,4,3,5,3,6,3,3,1,2,3,3,2,2
873,182,4,3,7,9,5,4,8,5,1,4,13,8,10,6,9,9,4,8,5,8,9,6,11,7,2,6,4,7
368,78,2,4,1,4,3,1,4,3,5,8,5,1,3,2,2,2,4,1,2,5,3,1,4,1,1,2,1,3
421,90,2,1,1,4,1,2,2,1,1,5,3,6,2,2,4,3,8,7,4,1,4,4,1,4,3,10,3,1
325,76,2,5,2,2,3,1,2,1,1,3,1,3,2,3,4,8,1,4,4,4,3,4,1,1,2,3,3,3
304,62,3,3,1,3,3,1,1,1,2,3,2,1,1,5,1,3,2,1,3,2,3,1,4,5,3,1,2,1
342,74,3,3,2,4,2,2,5,2,1,4,2,1,3,3,4,1,2,3,2,2,3,1,4,3,1,5,3,3
599,117,4,5,2,5,5,3,4,7,6,5,8,3,3,1,4,1,6,3,5,6,6,5,3,3,4,4,1,5
488,102,4,3,5,5,5,1,4,6,2,1,10,4,4,5,3,3,4,1,2,1,4,1,4,5,4,5,5,1
452,89,3,5,1,2,2,1,1,6,3,8,3,2,2,2,7,1,4,1,1,3,4,2,4,5,3,4,6,3
508,110,3,1,3,2,2,4,2,5,5,4,1,2,8,10,5,3,3,4,8,6,5,3,5,3,5,3,3,2
500,98,5,6,3,2,3,4,2,5,5,1,3,4,1,7,3,6,3,3,1,2,3,5,2,6,4,3,3,3
370,75,1,3,5,1,2,4,3,4,4,1,2,5,4,1,3,5,1,4,1,1,1,3,2,1,2,4,2,5
482,91,4,2,5,5,4,6,1,7,1,6,4,1,3,2,1,4,2,4,2,3,4,3,5,3,4,1,2,2
359,78,2,3,3,4,2,2,2,2,3,2,1,1,6,2,5,5,2,3,4,4,1,3,1,2,1,2,7,3
474,96,4,5,2,1,3,4,5,1,7,2,5,7,2,4,1,5,2,4,1,3,3,6,3,4,4,2,5,1
304,64,1,3,4,4,4,2,1,3,2,2,1,3,2,3,1,1,3,4,3,1,1,3,2,2,3,2,2,1
506,98,4,4,2,4,1,4,3,3,3,1,1,2,4,4,2,9,4,6,5,3,4,5,4,4,3,4,3,2
886,177,5,8,2,10,1,7,5,7,8,11,7,10,2,8,11,7,9,1,7,2,4,8,11,8,4,3,6,5
550,100,3,4,3,5,7,2,2,7,3,5,1,1,3,3,3,1,4,1,6,6,3,3,4,4,5,7,2,2
496,96,5,1,2,6,2,4,1,1,8,5,4,2,2,1,5,4,3,4,2,5,4,2,4,5,5,4,3,2
660,141,2,5,8,6,1,7,5,3,4,6,6,8,5,5,5,8,5,3,4,2,2,2,8,5,6,9,9,2
573,122,4,1,7,7,2,1,6,4,3,2,3,5,4,6,7,3,6,7,9,1,2,3,3,8,7,4,4,3
412,86,2,4,3,3,3,1,2,1,5,2,3,2,5,5,4,1,1,4,3,2,4,5,3,2,5,3,2,6
903,185,6,6,6,3,7,10,11,9,7,1,4,8,5,8,7,3,7,8,7,6,9,6,7,6,5,9,8,6
435,100,2,5,1,6,2,6,2,5,4,3,5,2,8,4,4,7,2,4,2,4,1,1,6,1,1,5,5,2
236,58,2,1,3,2,2,1,2,2,3,2,2,2,3,1,3,2,3,3,3,2,3,3,1,2,1,2,1,1
521,98,5,1,3,4,6,2,3,3,4,2,4,7,3,2,3,1,3,3,3,7,2,5,4,2,3,2,7,4
427,83,2,3,3,2,1,1,4,3,3,2,4,7,4,3,5,1,2,4,5,2,3,4,2,3,1,4,4,1
617,140,6,2,6,1,8,4,3,9,9,1,3,6,6,6,2,6,3,8,5,6,4,5,6,6,3,4,6,6
334,66,2,1,2,5,1,1,3,2,1,1,3,1,5,3,4,3,4,1,3,4,2,1,2,2,1,5,1,2
387,74,3,2,2,1,2,5,1,1,3,3,2,3,4,1,1,2,3,2,1,4,1,2,2,4,1,7,7,4
623,124,3,6,6,3,5,6,7,5,3,3,3,4,3,3,3,7,2,7,8,4,3,3,1,7,4,5,3,7
350,79,4,1,1,4,4,3,4,1,4,5,3,1,3,3,3,8,3,2,4,1,2,2,3,3,1,2,2,2
564,115,4,2,10,6,5,4,4,5,4,3,6,2,4,2,5,3,6,8,4,2,5,2,5,1,5,2,1,5
697,140,7,4,2,2,5,4,4,8,6,6,4,6,4,5,1,9,3,7,5,4,6,2,3,6,6,6,8,7
553,117,3,6,6,4,5,1,6,4,9,4,4,1,3,3,6,1,5,8,1,5,5,6,2,3,3,2,6,5
449,100,3,3,1,7,3,4,5,3,4,5,1,1,4,2,6,6,2,5,2,6,4,3,1,2,3,3,9,2
302,61,2,3,1,1,4,1,2,2,3,1,1,1,2,1,1,1,3,2,4,1,2,4,3,3,5,4,1,2
325,71,1,3,6,5,3,1,2,1,2,2,2,2,1,1,1,1,3,1,5,4,2,3,5,2,5,1,4,2
477,109,8,2,6,3,7,4,5,4,3,3,4,2,4,1,7,4,6,1,6,4,1,1,4,4,7,3,3,2
617,149,4,2,1,6,2,3,5,4,5,5,12,5,4,7,9,10,6,4,7,2,9,4,6,7,7,2,4,7
324,68,1,4,3,1,4,3,3,4,2,3,3,2,1,2,1,1,2,2,4,2,3,3,4,3,1,1,2,3
504,100,4,5,4,2,4,2,5,1,6,4,3,2,2,5,1,3,3,5,3,6,2,4,3,4,8,1,3,5
607,126,5,2,9,5,4,6,11,3,8,1,4,1,3,1,5,7,4,4,3,5,4,8,5,6,3,1,2,6
484,112,2,5,6,3,4,5,5,2,1,5,4,4,8,3,2,5,1,5,2,8,2,4,1,2,6,8,3,6
386,73,1,6,2,2,2,3,1,1,1,1,2,2,4,2,5,4,4,5,1,5,2,2,3,2,1,2,3,4
358,78,1,3,3,4,3,1,2,5,3,3,1,3,3,4,2,2,1,3,2,2,1,2,2,8,4,4,4,2
761,146,3,8,4,5,2,12,4,7,4,8,10,4,3,2,2,7,5,5,7,7,6,5,1,5,8,5,2,5
435,89,4,2,6,4,5,2,6,6,5,4,5,2,3,3,2,2,5,1,3,2,2,1,1,3,2,2,5,1
529,114,3,4,5,6,5,1,1,5,2,4,2,6,6,3,4,9,5,7,2,3,1,4,4,8,3,5,2,4
554,119,7,3,4,4,4,3,7,2,1,2,7,3,6,3,5,3,5,5,5,2,7,5,5,6,7,4,3,1
551,122,6,4,6,2,4,4,3,6,5,9,4,3,5,1,4,6,1,10,8,6,2,4,2,3,5,4,2,3
825,166,8,3,4,12,7,6,4,7,6,4,4,12,6,6,8,1,4,6,5,5,11,3,6,4,8,6,4,6
520,95,5,3,2,4,7,5,4,7,4,1,7,3,3,2,3,3,3,1,1,4,2,4,6,2,2,3,1,3
408,91,2,6,1,2,2,4,3,3,5,5,4,4,4,3,1,2,2,4,2,3,1,3,2,5,3,3,1,11
362,81,1,2,4,2,4,1,2,3,4,7,5,4,3,1,2,3,3,3,5,2,1,3,3,1,3,4,2,3
627,133,6,5,4,7,4,4,6,6,3,3,4,6,1,5,7,3,7,4,4,5,7,11,6,4,3,2,3,3
374,70,5,1,3,3,2,3,2,1,4,3,6,6,3,2,3,1,1,2,3,1,1,1,3,2,1,3,2,2
605,117,3,3,6,4,6,1,8,6,2,2,1,6,3,2,7,6,3,5,4,3,2,4,8,7,6,5,3,1
669,136,3,9,12,3,4,7,4,1,3,5,5,4,6,7,5,4,3,7,2,3,4,4,5,7,2,7,5,5
713,164,5,3,8,5,2,5,4,1,3,2,5,7,11,7,3,7,5,8,5,7,8,5,9,8,4,12,7,8
344,67,4,4,2,2,1,3,1,1,3,1,1,2,7,3,4,2,4,1,4,1,3,4,1,1,3,1,1,2
655,121,5,3,4,5,5,3,9,2,6,6,8,3,6,7,5,2,5,4,4,4,1,2,6,2,3,3,3,5
565,115,1,3,4,6,3,6,3,6,5,5,5,4,3,1,4,4,1,6,4,4,4,5,7,2,5,6,2,6
533,112,8,5,5,2,1,4,4,8,7,3,4,3,5,4,4,5,7,2,4,3,3,4,5,4,3,2,1,2
426,82,4,5,1,3,7,1,1,6,3,1,3,3,4,2,4,4,1,6,1,3,4,1,2,3,2,2,2,3
476,86,7,2,5,2,2,4,1,5,2,1,4,4,1,4,1,5,1,2,6,4,4,3,3,3,2,2,1,5
315,71,4,1,3,4,3,4,3,2,1,1,3,3,3,4,3,1,4,1,1,2,4,1,2,4,3,2,2,2
579,112,1,3,4,5,4,4,3,4,4,4,4,4,3,5,5,5,1,6,4,6,3,3,5,8,4,3,4,3
459,76,5,2,4,1,4,1,3,2,3,4,5,1,3,3,1,1,2,3,6,3,3,2,4,4,1,1,3,1
708,120,2,9,4,2,6,2,4,8,1,6,5,4,4,1,3,3,2,8,2,7,5,2,5,2,3,3,9,8
449,82,3,3,2,4,1,2,5,3,3,3,6,1,2,3,3,5,3,3,3,2,3,3,4,2,2,2,4,2
989,203,10,5,10,5,6,8,11,7,10,5,7,5,9,2,6,10,5,7,8,6,1,13,8,8,7,7,9,8
402,86,2,3,2,4,3,3,4,6,1,3,7,2,4,3,2,4,1,4,2,2,2,4,2,2,6,4,3,1
631,131,4,7,4,2,4,6,4,1,2,5,3,1,8,2,6,6,5,4,4,5,8,8,4,8,7,2,6,5
550,111,4,8,5,6,2,4,4,6,2,8,5,2,3,2,5,4,3,2,1,5,8,3,6,2,4,3,2,2
476,93,2,5,1,1,3,4,5,5,2,3,4,7,2,5,4,1,3,2,5,1,5,2,2,3,4,3,4,5
842,172,6,7,5,5,8,4,4,8,7,7,9,3,5,6,7,8,7,5,1,7,8,10,8,5,3,3,5,11
462,87,4,1,2,7,1,5,4,3,4,2,6,2,4,2,2,1,3,1,2,6,2,3,1,3,5,3,3,5
927,196,10,3,5,12,8,6,2,11,6,6,6,6,9,10,11,4,7,3,1,7,9,10,14,6,7,5,6,6
420,78,4,6,2,1,2,2,4,4,4,3,1,2,1,4,2,2,1,4,2,2,3,4,1,3,2,5,2,5
737,163,7,3,2,5,4,4,8,7,8,10,1,3,5,9,7,8,1,5,8,7,6,10,3,10,5,5,6,6
809,167,4,8,6,8,1,5,10,8,5,4,8,9,7,4,3,12,3,6,5,6,6,9,11,5,2,4,4,4
723,138,6,3,5,7,6,5,3,5,2,4,1,9,5,8,1,2,5,2,4,8,7,13,6,4,3,8,4,2
436,94,4,3,1,8,2,6,4,4,6,1,4,1,2,3,4,1,6,1,6,3,3,3,2,4,6,2,2,2
628,123,1,1,1,3,5,8,6,8,8,4,4,4,2,1,3,6,5,4,7,4,4,3,6,3,6,5,7,4
259,50,1,2,4,2,1,1,2,2,1,1,2,3,3,2,1,1,2,1,2,1,2,2,1,2,1,3,2,2
1113,223,5,5,7,1,16,8,13,5,10,3,5,8,10,11,3,11,12,9,9,10,8,8,11,5,10,8,5,7
479,92,4,3,3,4,4,3,3,2,1,4,3,3,4,2,3,4,3,1,7,4,3,4,4,1,4,6,4,1
434,95,8,3,4,2,3,1,6,2,2,2,3,1,4,2,4,3,4,5,6,3,2,1,5,5,3,2,4,5
401,91,4,7,2,2,1,4,2,1,3,3,4,5,3,6,4,3,2,1,6,1,2,3,2,2,4,7,5,2
414,79,1,6,2,4,1,3,3,3,2,2,6,2,4,2,2,6,4,2,3,6,1,2,3,1,4,2,1,1
779,178,4,5,7,7,1,11,3,8,11,7,5,7,2,5,7,7,5,12,9,1,6,3,4,11,9,6,9,6
661,121,4,4,6,8,3,3,6,4,4,5,3,4,6,4,3,5,8,2,2,10,3,3,2,1,4,8,2,4
500,90,3,2,5,4,2,5,4,4,3,4,4,2,3,5,2,5,1,4,1,3,3,3,2,2,4,3,2,5
577,121,12,6,3,2,4,5,6,4,5,8,3,2,1,3,2,9,2,7,6,7,4,3,2,1,1,5,2,6
485,102,3,4,3,4,4,4,3,2,5,5,6,5,5,6,5,1,3,3,4,4,5,2,1,4,3,3,1,4
776,176,8,9,6,4,4,13,3,11,10,1,3,9,8,6,5,3,10,6,6,8,5,3,4,6,11,10,2,2
471,84,2,3,1,2,3,2,4,4,3,1,2,4,1,5,4,6,6,2,3,3,2,4,5,3,1,1,3,4
777,135,8,6,9,6,3,3,2,4,4,4,2,3,4,6,5,3,5,5,5,2,3,1,6,8,6,9,7,6
601,132,8,3,2,6,4,4,8,4,8,4,4,5,7,6,7,4,5,5,4,2,4,6,1,6,3,5,4,3
589,119,4,4,1,5,5,3,4,7,1,6,6,5,5,8,3,4,4,4,2,4,3,6,6,4,4,1,6,4
326,76,3,2,2,7,1,4,1,2,2,2,4,3,3,5,4,3,2,3,4,1,1,2,2,4,3,1,4,1
607,122,6,8,6,3,3,3,2,4,8,8,4,6,4,5,2,1,7,4,3,3,6,5,1,3,5,5,1,6
371,74,2,2,1,1,4,2,3,3,4,1,3,1,5,1,3,2,3,3,5,6,3,3,4,2,3,1,1,2
476,93,5,5,4,3,2,4,4,2,3,4,2,1,4,6,1,3,2,3,1,4,4,2,2,6,4,7,2,3
635,133,7,5,4,2,4,4,7,6,3,6,3,2,5,7,1,2,9,9,11,1,7,4,5,4,6,4,3,2
452,95,4,1,2,4,3,3,3,4,3,6,4,4,1,1,4,2,4,4,2,6,4,1,5,4,2,7,2,5
556,101,4,10,5,1,5,1,5,3,2,5,3,5,2,6,3,5,2,5,4,4,1,6,2,1,1,4,2,4
659,134,9,7,4,5,3,4,5,6,2,2,6,2,4,6,7,11,6,8,3,4,4,5,2,1,7,3,3,5
551,129,3,7,6,3,5,4,6,11,6,3,6,6,3,6,4,2,7,4,7,3,3,7,6,3,3,1,1,3
696,155,5,5,7,8,6,8,9,6,4,7,12,7,9,6,4,5,3,7,2,3,1,3,7,4,2,8,3,4
435,90,4,6,5,2,3,2,3,4,5,5,3,3,4,4,1,2,4,1,5,3,1,2,1,3,2,6,3,3
431,90,3,1,5,2,6,4,3,5,4,3,3,2,2,4,3,1,5,6,3,2,3,3,3,3,3,2,2,4
528,110,5,5,4,4,10,3,1,3,1,6,4,2,3,10,4,1,9,4,2,4,3,3,1,3,3,5,6,1
378,81,5,3,4,2,1,1,1,3,2,1,1,2,4,2,4,2,3,5,5,1,3,3,3,3,4,2,7,4
581,119,6,1,3,6,3,2,7,6,4,2,5,4,3,7,4,1,4,7,2,2,8,6,7,1,4,3,9,2
410,84,4,2,6,1,1,1,7,2,3,2,3,7,1,3,4,4,5,3,1,2,3,6,2,1,1,1,6,2
293,62,1,2,1,5,3,2,1,2,1,1,1,1,2,2,1,4,4,1,1,4,4,1,2,2,3,4,3,3
416,88,2,4,2,4,4,7,1,1,2,2,3,2,3,3,4,3,2,6,4,4,4,3,4,2,2,5,2,3
648,140,3,3,4,4,5,5,5,5,9,7,3,3,1,3,4,8,5,15,4,3,6,2,3,7,6,5,9,3
1291,259,7,8,8,9,10,14,8,8,8,8,5,16,8,1,12,8,7,12,8,14,19,10,13,11,5,8,7,7
419,87,4,5,3,1,1,5,4,5,7,2,3,4,2,3,3,5,1,1,2,2,1,1,4,4,5,2,4,3
404,83,5,1,2,5,1,1,4,5,1,4,5,5,1,3,3,4,4,3,5,3,1,2,2,5,2,1,3,2
681,149,6,7,6,5,2,7,6,5,5,8,6,4,1,1,6,8,8,8,5,3,4,6,6,6,3,4,9,4
670,135,1,7,8,2,3,4,6,4,5,1,9,6,5,6,10,4,4,4,11,3,3,6,5,2,5,4,5,2
701,123,3,7,4,2,5,5,1,6,6,4,3,3,4,6,6,9,6,5,1,6,3,3,6,3,7,3,1,5
443,87,1,1,6,1,5,5,3,4,7,1,4,2,4,1,2,4,3,2,5,1,2,4,6,1,4,2,2,4
527,114,5,4,4,1,1,7,6,2,5,8,3,3,4,6,5,4,1,4,2,8,4,4,3,3,3,5,5,4
978,194,6,8,7,8,5,7,9,4,7,7,8,7,1,8,10,4,8,6,5,8,4,6,11,9,7,7,8,9
374,80,3,3,2,1,3,4,3,5,3,4,2,1,4,2,4,2,4,3,2,4,3,4,2,1,3,2,4,2
662,123,7,5,8,2,1,5,4,5,1,3,3,7,3,4,6,4,1,5,4,9,2,6,2,6,4,4,6,6
641,128,6,5,5,5,1,4,3,4,7,2,5,6,8,3,5,3,5,4,5,5,4,2,5,5,7,6,4,4
503,112,6,2,7,4,2,3,2,3,3,6,8,1,3,3,6,5,5,1,4,6,2,5,6,1,6,3,3,6
718,154,7,8,3,6,5,13,11,3,6,5,5,3,5,8,2,1,4,5,7,7,3,2,5,6,6,4,9,5
511,93,3,4,2,5,1,3,4,2,4,1,5,4,1,6,3,3,5,3,4,4,4,1,4,2,2,9,2,2
815,166,4,11,2,10,5,13,8,9,6,4,9,7,4,4,2,1,7,6,4,8,7,6,11,3,2,2,6,5
455,81,3,4,2,6,1,4,2,3,4,1,6,3,2,5,2,1,5,5,3,2,5,2,1,1,4,2,1,1
485,103,3,2,8,4,5,6,2,6,3,4,2,6,5,3,6,2,3,4,5,2,5,2,1,1,3,2,1,7
525,113,9,3,2,1,4,4,3,1,3,4,2,2,3,7,7,1,10,3,6,5,4,4,1,5,7,2,5,5
672,125,6,4,3,1,2,1,4,4,6,4,6,7,3,3,2,3,7,5,6,4,5,7,5,2,5,4,8,8
385,94,4,2,3,2,5,4,3,3,4,3,2,3,3,1,4,3,3,4,4,3,2,5,4,7,4,2,1,6
204,55,3,2,2,1,1,4,1,1,1,1,1,2,4,3,1,1,2,1,3,3,2,2,2,5,2,2,1,1
411,85,5,4,1,3,1,2,4,3,3,6,4,1,6,3,1,2,2,3,3,1,4,2,4,4,3,6,1,3
365,76,2,3,5,3,4,2,3,2,2,1,2,3,5,1,1,6,1,3,1,5,4,3,3,2,1,4,1,3
515,127,3,3,2,7,3,4,8,4,3,4,3,8,3,7,5,3,4,4,4,3,6,7,1,8,11,1,5,3
445,90,5,3,3,1,3,2,1,3,4,3,8,2,3,5,2,4,5,3,1,2,3,4,7,3,3,3,1,3
309,62,3,2,3,2,1,2,2,4,4,3,2,3,3,1,2,1,1,1,1,1,4,1,1,2,1,4,3,4
458,88,4,2,2,5,2,6,6,4,3,2,1,3,1,2,3,5,5,3,4,3,2,1,2,7,2,2,1,5
511,105,5,4,1,5,3,3,5,5,2,7,4,1,6,3,3,2,4,1,3,4,7,2,4,2,3,3,5,8
443,105,4,7,4,3,2,3,1,2,4,5,5,4,1,3,2,1,4,4,6,6,5,2,5,3,3,4,9,3
388,89,1,2,4,1,2,6,4,7,3,2,4,1,2,2,1,2,1,4,2,5,5,4,8,2,3,5,1,5
284,72,3,2,2,2,2,3,5,1,2,4,3,3,1,6,1,2,1,2,3,1,3,3,2,3,2,3,4,3
572,118,5,1,1,6,4,3,9,6,6,1,4,5,5,5,6,6,5,2,3,4,3,3,4,2,3,6,5,5
583,127,8,1,3,7,3,3,6,7,8,3,5,4,2,5,3,7,2,5,3,4,7,7,3,4,6,1,4,6
399,83,2,3,5,5,4,2,4,4,3,3,4,1,1,1,3,2,5,1,4,1,2,3,1,4,6,1,7,1
505,124,1,5,6,4,7,6,6,5,7,3,1,4,4,4,7,4,4,3,4,5,4,5,2,1,5,10,4,3
457,100,2,5,3,3,3,2,6,5,2,4,1,5,5,3,1,3,4,3,5,4,5,2,1,3,6,8,5,1
415,70,3,2,2,3,1,4,4,3,1,1,5,2,4,2,2,3,1,4,2,3,1,1,4,2,3,4,2,1
541,112,4,3,3,7,5,6,1,1,6,8,4,5,2,7,2,1,6,5,3,3,3,4,3,6,4,4,2,4
340,70,1,4,2,1,2,1,2,3,2,2,2,1,1,3,3,3,2,2,1,4,2,1,5,4,6,2,5,3
589,119,4,3,6,3,2,4,2,5,8,3,4,2,6,5,4,7,6,2,6,5,3,3,4,5,3,7,6,1
535,116,5,5,4,5,6,4,4,9,5,5,1,5,5,4,5,1,2,2,4,5,3,8,4,4,2,2,1,6
420,97,3,4,3,3,1,4,1,5,3,3,3,2,6,2,1,8,5,5,1,6,2,3,4,3,1,6,4,5
507,115,1,6,8,3,4,5,2,6,5,1,3,5,5,2,3,5,4,5,2,5,4,4,4,6,2,9,4,2
521,126,3,5,10,5,2,6,1,2,5,10,3,7,5,4,3,6,3,2,5,7,6,5,4,1,4,7,2,3
585,123,4,3,1,11,6,4,5,3,3,2,2,6,5,4,5,8,4,4,4,3,3,4,4,2,7,3,4,9
644,137,2,2,6,6,3,5,2,6,1,8,3,4,8,7,7,1,5,3,9,3,4,9,4,9,5,6,5,4
473,81,3,3,3,4,2,2,4,2,1,3,1,3,2,5,1,2,1,2,6,6,2,5,2,4,5,1,4,2
312,68,1,2,1,1,3,5,3,3,4,5,1,1,3,5,1,4,4,3,1,2,2,1,4,1,2,1,3,1
849,171,4,6,6,3,6,5,4,6,7,9,6,12,5,1,6,10,5,5,8,6,8,6,11,11,1,3,1,10
394,96,2,4,4,3,2,5,2,3,4,1,5,4,7,8,2,3,2,3,6,3,1,2,1,4,5,2,5,3
685,150,8,11,3,5,3,2,3,7,3,11,6,4,6,2,8,7,3,7,7,4,8,3,4,8,2,6,8,1
443,92,4,2,6,6,3,4,1,4,4,3,5,4,2,6,2,3,2,2,1,4,4,3,5,1,1,4,3,3
250,60,3,1,3,2,1,4,1,1,2,1,3,3,2,3,1,1,2,1,3,4,1,1,4,2,4,2,3,1
636,110,2,3,1,7,8,1,3,2,6,5,4,6,2,4,4,2,3,5,8,1,5,1,6,4,5,6,3,3
772,167,1,9,3,9,9,6,5,9,2,3,3,1,8,6,7,9,4,7,8,2,12,9,8,6,6,6,4,5
353,70,3,2,2,2,3,5,1,1,1,5,1,7,1,1,2,2,2,4,1,3,2,3,1,3,5,1,3,3
454,99,2,5,7,5,1,4,3,1,3,7,3,7,1,6,4,2,6,4,4,3,3,1,4,2,3,3,1,4
356,76,1,2,1,3,6,2,3,3,2,3,2,3,4,6,1,1,4,6,3,3,2,2,2,3,1,1,2,4
719,145,8,7,3,7,2,3,7,1,5,4,5,5,5,6,7,5,9,3,5,6,3,8,10,5,3,5,1,7
662,125,4,1,5,4,3,4,2,4,4,1,7,4,8,2,6,3,9,6,6,6,6,2,3,9,1,5,8,2
470,82,1,3,1,2,5,4,6,2,6,3,8,1,3,2,4,3,1,4,6,2,4,1,1,1,3,1,2,2
283,59,1,3,1,1,3,2,1,2,5,1,2,4,1,2,1,2,2,2,2,1,3,1,3,5,2,2,1,3
369,76,2,2,1,3,2,1,6,2,3,3,1,3,5,2,2,1,3,7,3,2,2,4,2,1,1,3,5,4
388,78,2,5,2,2,2,4,2,1,2,5,4,5,3,2,2,2,3,1,1,4,4,3,2,1,2,4,5,3
525,104,5,3,6,3,8,1,2,4,4,2,5,3,6,3,3,3,6,5,2,4,1,2,4,3,5,6,3,2
1076,231,8,6,8,8,13,8,10,6,5,11,8,6,10,7,9,7,9,14,12,7,1,11,9,10,10,4,5,9
588,122,3,3,5,6,3,2,4,4,5,3,5,11,6,4,5,5,7,2,5,1,4,1,6,3,6,8,3,2
816,178,6,11,4,2,2,8,4,10,6,6,5,6,7,1,6,6,11,4,6,10,5,7,10,8,7,10,6,4
442,87,4,2,1,4,4,3,1,3,2,1,3,1,3,4,3,3,3,5,4,7,1,1,3,1,4,5,5,6
526,109,8,4,2,5,5,2,4,5,3,4,5,8,3,5,8,3,5,4,3,3,1,4,5,1,2,2,2,3
572,120,3,3,1,3,10,3,5,6,5,5,6,4,3,7,3,6,3,5,6,5,4,4,1,3,7,2,6,1
901,179,6,6,8,2,10,6,8,7,4,8,7,3,3,6,5,9,9,4,7,8,5,10,10,1,9,5,5,8
404,82,3,4,4,4,1,1,2,4,3,4,2,2,1,6,3,4,1,1,7,1,2,3,6,3,2,4,2,2
967,192,10,7,8,8,1,4,5,7,10,9,8,7,1,9,6,9,8,5,6,8,2,9,11,12,6,5,7,4
455,107,4,3,1,2,4,2,1,4,5,11,3,4,3,9,2,2,4,2,4,6,9,3,2,5,5,1,4,2
656,142,6,3,6,6,5,12,4,8,8,8,1,2,2,10,6,7,2,2,6,7,1,5,5,3,6,6,1,4
468,109,4,1,2,2,5,5,4,2,4,7,9,3,3,3,2,10,2,2,4,1,5,6,6,4,5,1,3,4
282,63,2,3,2,2,1,2,2,1,2,1,2,2,1,2,1,5,4,1,5,1,2,3,2,1,3,4,2,4
379,90,1,2,3,3,5,7,3,2,3,2,2,4,4,2,5,2,2,4,2,2,4,1,6,5,4,1,5,4
394,77,1,4,4,3,3,3,6,4,3,1,2,2,1,2,2,2,4,5,3,1,2,1,2,4,1,4,4,3
738,152,5,3,13,7,5,3,8,6,9,5,4,2,1,5,4,6,6,8,7,4,5,4,5,8,3,5,6,5
810,180,9,8,5,8,8,7,4,4,3,9,9,11,7,5,9,5,7,1,7,13,5,2,4,8,5,7,5,5
