kills,total_drops,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
384,82,4,5,1,3,5,1,1,6,3,3,3,2,1,4,5,4,4,2,2,1,3,1,1,1,5,5,4,2
573,106,4,4,5,4,2,4,6,4,2,2,2,3,1,2,3,7,8,3,2,1,4,6,9,3,4,2,7,2
301,70,5,1,2,1,4,1,2,3,3,3,3,2,1,2,3,5,3,1,4,4,1,4,1,1,1,3,2,4
762,146,7,8,3,6,5,11,9,3,7,1,3,6,4,3,3,5,4,6,6,3,5,10,7,6,5,2,7,1
430,85,2,1,2,3,1,3,5,5,6,3,1,1,4,6,1,1,2,4,2,6,4,3,3,5,3,1,3,4
411,86,3,1,2,8,4,2,3,1,3,3,2,4,3,7,4,2,1,6,6,1,3,3,2,3,2,2,2,3
734,159,5,6,5,4,9,7,6,8,3,5,2,4,6,5,6,9,5,7,3,1,7,9,5,7,3,8,6,8
610,124,7,8,4,4,5,2,6,1,3,2,5,2,4,1,5,7,3,7,4,5,6,3,5,5,5,5,4,6
626,134,7,6,10,6,8,7,9,3,5,5,4,5,3,2,3,7,3,6,3,3,5,1,6,2,2,7,4,2
444,97,2,5,3,11,5,1,5,1,3,2,2,3,2,2,1,1,8,3,4,3,2,4,3,3,6,4,5,3
440,108,4,6,7,4,7,3,3,1,4,3,5,1,7,2,5,1,3,3,4,4,3,7,6,5,4,1,3,2
597,122,6,6,2,1,4,4,6,1,4,4,3,7,10,3,8,2,4,5,6,3,7,2,4,7,2,4,5,2
684,131,8,4,2,7,8,4,3,8,10,4,5,4,3,3,3,6,4,9,2,7,3,3,3,1,1,9,3,4
763,147,6,4,9,6,6,6,6,6,5,9,5,5,2,6,3,4,7,3,5,1,7,5,7,7,1,6,6,4
422,79,4,1,1,4,2,4,2,3,3,4,3,3,4,1,1,1,6,1,3,1,4,3,2,2,2,4,4,6
751,158,6,2,9,6,1,4,8,9,8,6,8,1,3,3,7,9,5,5,9,5,4,3,5,6,6,6,8,6
261,56,1,3,1,1,1,1,2,1,3,3,3,4,3,1,2,4,1,1,1,1,4,2,1,2,3,2,1,3
416,90,6,5,1,5,4,5,2,3,2,2,4,4,1,3,2,2,5,1,3,2,5,3,1,2,4,5,5,3
657,135,7,3,4,8,5,9,2,6,2,4,5,1,5,8,4,4,5,5,4,3,6,1,3,6,8,5,7,5
488,96,1,1,2,4,1,4,6,4,6,5,4,2,4,5,3,5,3,3,5,3,2,3,3,5,2,3,4,3
381,86,2,3,7,2,5,5,4,2,1,4,3,3,6,2,3,2,2,5,2,6,1,3,2,3,2,2,2,2
415,73,3,2,4,5,4,7,3,2,2,3,2,2,3,5,1,2,5,1,1,2,3,1,2,1,1,2,1,3
474,100,2,2,5,5,8,3,5,2,7,4,4,1,6,5,2,4,3,7,1,4,1,2,6,3,3,2,2,1
458,79,1,1,4,3,1,5,1,5,1,2,4,1,1,4,4,4,5,3,2,4,3,3,6,3,1,1,4,2
625,126,5,9,2,6,2,5,6,4,2,6,6,2,3,8,8,2,4,4,2,3,4,9,3,6,2,6,6,1
346,76,5,4,1,1,2,2,5,1,3,1,2,3,2,2,8,2,1,5,2,2,3,2,2,2,3,4,4,2
688,141,5,3,11,5,6,4,5,4,5,6,2,5,6,5,8,7,3,8,6,3,6,5,5,3,6,3,1,5
524,91,5,5,1,5,3,3,5,6,2,5,3,1,3,4,4,2,6,3,1,1,1,4,5,3,1,2,3,4
683,131,1,11,1,4,4,1,8,4,2,8,3,5,3,3,3,2,8,7,3,3,5,5,7,8,6,1,7,8
361,75,2,1,2,2,3,1,1,3,3,4,4,1,1,6,3,2,5,5,2,2,7,6,2,2,1,1,2,1
355,74,4,3,2,2,4,4,2,4,2,1,2,1,1,2,7,4,4,1,1,1,2,4,4,1,2,1,4,4
422,97,5,3,4,4,3,4,6,3,2,5,1,5,4,1,6,3,2,3,4,1,5,4,3,1,3,4,4,4
454,106,3,1,4,5,4,4,2,7,6,5,4,1,4,3,5,4,4,6,1,4,2,6,2,4,6,3,3,3
669,150,6,11,3,6,4,2,3,2,9,4,2,5,9,4,6,1,11,7,4,9,8,3,5,6,8,2,7,3
500,103,5,2,4,2,1,3,3,5,4,4,2,4,6,5,1,3,5,6,4,5,4,1,4,8,1,6,4,1
609,124,5,1,3,6,4,4,4,6,5,3,1,2,9,3,6,9,4,3,5,4,7,4,3,6,4,3,4,6
463,98,3,4,2,4,2,4,3,6,7,1,6,1,5,4,1,2,4,3,2,4,5,6,3,5,3,3,3,2
322,61,1,2,1,2,2,1,2,2,5,2,4,3,3,4,2,2,1,4,2,2,1,4,1,2,3,1,1,1
735,154,7,5,2,6,8,1,5,3,4,3,5,4,2,8,7,8,5,6,8,9,7,7,8,6,2,4,7,7
444,75,2,2,1,1,2,4,2,3,1,2,3,3,1,2,4,2,4,4,1,2,7,4,2,5,1,1,4,5
437,95,7,3,7,4,6,2,6,4,2,3,2,7,1,4,2,1,1,3,6,2,3,3,1,4,1,5,4,1
485,112,4,4,2,1,2,1,4,3,4,2,2,2,5,8,3,5,2,3,11,2,7,4,3,5,2,3,5,13
570,125,4,6,3,3,5,4,5,5,9,4,8,5,3,5,3,1,3,11,4,4,5,5,2,3,1,4,5,5
580,108,6,5,2,6,3,6,1,1,3,3,5,7,5,2,3,2,5,6,9,7,3,4,2,2,1,2,2,5
394,80,2,1,7,2,6,3,3,2,2,1,2,2,1,4,2,1,5,5,2,4,1,2,4,3,4,4,1,4
568,119,6,6,3,1,3,5,7,4,8,4,4,7,9,6,5,1,4,2,1,6,1,3,3,6,3,5,1,5
637,135,5,2,6,7,3,2,8,7,4,1,5,6,5,3,10,3,4,2,5,6,2,4,6,8,5,5,4,7
564,108,5,4,3,3,3,4,4,6,3,3,6,1,6,8,2,4,4,3,3,3,1,5,5,3,4,4,7,1
545,117,3,4,5,4,4,5,3,5,8,2,6,3,3,3,2,7,5,2,2,6,1,2,8,6,5,4,2,7
408,97,3,6,2,5,4,6,3,5,3,2,4,7,4,1,6,2,3,3,4,2,4,1,3,3,3,2,4,2
573,109,6,6,2,2,1,3,5,4,2,3,2,4,4,4,3,3,2,8,3,1,7,4,3,5,9,3,3,7
461,87,2,6,2,5,5,5,1,5,5,4,3,2,2,1,4,4,1,4,2,6,2,1,2,1,2,4,1,5
653,126,1,1,4,4,5,3,5,1,3,7,4,3,4,5,6,8,1,2,5,6,7,6,9,5,8,2,5,6
454,90,7,1,6,4,1,8,2,2,6,2,2,3,6,4,2,2,2,1,1,2,5,2,3,3,4,3,3,3
319,80,1,1,4,1,2,7,5,3,2,2,4,1,1,2,1,3,2,3,6,2,1,4,5,3,3,1,4,6
302,78,5,5,5,4,1,1,3,4,8,4,3,4,1,1,4,1,3,4,1,3,1,1,3,2,2,1,2,1
484,106,3,2,5,3,3,4,4,5,5,5,4,1,2,4,1,2,5,5,3,4,6,4,4,5,4,7,2,4
537,105,5,5,3,5,2,4,3,3,3,1,2,2,2,6,2,6,5,5,4,5,2,3,5,5,8,3,2,4
724,135,3,5,3,4,6,2,5,7,3,7,5,4,6,3,6,8,3,7,6,1,6,5,9,5,5,4,2,5
573,114,4,4,13,8,6,1,4,2,5,5,4,6,3,5,2,4,1,2,5,5,4,1,4,3,4,1,4,4
542,111,5,5,3,2,4,5,4,3,4,5,3,3,4,6,5,2,5,5,3,1,3,4,2,9,1,8,4,3
594,115,2,3,5,3,5,4,1,4,3,6,6,7,3,5,2,5,6,1,3,4,1,6,4,8,5,2,2,9
506,110,4,2,3,6,5,5,4,6,4,3,4,4,9,4,2,5,4,2,4,3,1,5,4,3,4,1,3,6
598,124,3,9,6,6,5,5,3,2,6,3,4,3,7,1,6,4,7,3,2,1,6,6,3,2,9,1,7,4
438,89,2,6,2,2,4,2,6,5,3,2,5,2,2,4,3,2,3,7,4,6,3,1,3,1,3,3,1,2
256,53,2,2,1,2,2,3,1,1,2,3,2,3,1,2,1,3,2,1,2,1,3,3,1,4,1,1,1,2
524,113,3,2,5,4,5,4,5,5,6,6,6,1,2,9,4,2,4,1,3,5,6,4,6,5,5,1,2,2
1376,286,13,17,11,13,5,10,11,10,7,6,9,6,1,9,10,11,9,12,15,11,9,12,19,7,9,9,14,11
486,99,1,4,2,4,4,2,3,6,5,5,5,3,1,3,9,2,2,1,3,8,3,6,3,4,3,5,1,1
478,106,3,1,3,3,2,1,4,5,5,8,3,3,5,3,5,6,4,2,10,3,1,6,5,2,2,3,4,4
784,160,1,6,6,6,9,4,1,2,8,2,9,8,12,5,2,7,5,9,4,2,9,9,7,11,4,3,1,8
396,81,1,3,3,3,5,5,2,1,4,7,2,3,2,2,3,3,3,4,4,3,2,1,3,3,3,2,3,1
793,150,6,3,5,9,6,5,4,3,8,4,6,10,6,6,2,1,5,1,8,6,3,5,6,3,9,6,5,9
542,108,7,3,2,1,3,2,7,6,1,3,2,2,6,4,5,1,6,4,3,3,4,3,5,3,3,5,4,10
363,69,1,2,3,5,2,1,2,3,1,1,1,4,2,3,5,2,3,2,2,3,1,1,5,2,1,5,3,3
500,87,2,3,4,3,2,4,1,2,3,4,1,3,8,4,4,6,6,2,1,3,4,1,2,3,3,2,5,1
413,88,7,2,2,3,1,5,2,2,2,4,1,5,5,2,1,5,3,2,3,5,2,2,3,7,1,3,3,5
404,77,4,2,2,1,4,3,3,1,3,4,5,2,2,3,3,4,2,2,2,3,2,3,3,1,4,3,3,3
737,160,3,8,8,7,9,5,4,4,2,3,7,8,5,9,6,1,4,5,9,10,6,6,3,7,5,7,5,4
501,98,3,5,3,2,5,3,6,2,1,3,3,3,3,3,1,2,4,4,5,6,5,1,5,3,7,3,6,1
618,115,1,1,1,2,6,1,1,3,3,4,5,5,6,3,5,2,8,5,6,7,4,8,3,3,6,6,3,7
489,104,5,3,2,3,7,1,2,2,4,4,3,2,1,3,4,3,3,1,5,4,3,4,3,5,6,6,6,9
399,81,4,3,3,2,1,1,5,2,3,4,4,1,1,1,3,4,3,4,2,4,1,6,5,3,1,5,3,2
697,132,8,5,3,4,3,4,2,5,6,4,5,3,1,4,8,5,1,7,10,2,5,8,5,5,6,7,3,3
294,63,4,1,1,1,4,1,3,2,4,2,2,2,6,4,1,3,1,4,1,3,1,2,1,1,3,2,2,1
498,98,1,4,3,4,3,3,2,6,4,3,2,4,2,3,1,2,6,1,7,5,5,5,6,3,2,2,6,3
628,127,3,5,3,6,3,7,7,5,7,5,4,4,1,4,3,4,4,5,8,3,1,4,5,6,4,5,7,4
465,95,2,1,2,1,4,1,6,3,1,2,4,3,2,5,2,7,7,3,3,4,6,6,6,2,3,2,6,1
438,85,6,2,2,2,2,1,4,4,3,1,2,6,1,2,3,5,1,3,2,3,1,4,4,5,4,4,4,4
319,78,2,1,2,1,2,5,2,5,4,4,1,2,4,2,1,4,2,3,1,6,1,3,3,4,3,3,3,4
388,83,5,2,1,3,4,3,3,3,2,1,2,3,7,3,5,2,3,1,5,6,1,2,1,2,4,1,4,4
462,83,1,4,3,6,3,1,1,5,4,2,3,4,2,5,5,5,3,5,3,1,2,2,2,4,1,2,2,2
537,111,2,5,7,3,2,1,6,4,3,3,1,5,4,6,10,5,3,1,4,4,3,1,5,5,4,7,6,1
637,134,3,3,2,5,5,3,6,6,2,4,1,6,11,5,5,8,6,2,7,5,3,4,1,9,3,8,5,6
285,68,1,2,4,1,2,4,4,1,1,3,3,1,2,3,4,2,2,2,3,2,5,1,2,2,1,2,3,5
990,212,3,5,5,3,9,10,5,7,8,8,8,10,10,9,8,14,11,11,5,9,7,4,4,1,9,9,9,11
249,60,1,1,3,2,5,4,2,4,2,1,2,1,4,1,1,2,4,1,2,1,1,2,3,1,2,2,1,4
546,121,2,3,9,5,1,3,2,2,8,8,4,2,2,2,8,3,4,1,7,6,1,4,8,9,5,5,4,3
585,130,6,5,3,6,5,5,5,8,4,4,6,1,4,6,7,5,7,4,6,4,3,3,2,8,1,5,4,3
761,157,5,7,3,6,8,1,8,2,11,6,9,10,4,8,5,2,10,2,3,10,6,6,3,5,5,3,4,5
472,90,2,6,3,7,2,4,3,1,2,4,3,3,4,1,5,4,3,3,6,2,4,3,3,4,1,3,1,3
674,135,1,4,1,8,1,6,6,8,2,5,1,4,4,5,4,7,8,11,2,7,5,4,6,4,3,4,4,10
546,108,8,1,3,7,4,4,5,1,5,5,7,3,3,3,2,4,4,2,5,5,3,5,3,5,6,2,2,1
336,82,4,4,4,3,3,4,2,1,3,1,2,3,6,2,1,4,4,3,6,3,2,1,1,5,1,5,3,1
385,80,3,4,2,2,2,4,3,5,2,2,1,2,1,6,2,6,3,2,4,3,4,2,4,4,1,2,1,3
483,92,3,4,8,1,3,6,3,2,2,6,2,2,3,3,3,1,3,4,7,2,2,2,5,5,3,2,3,2
614,121,4,7,1,3,4,3,3,5,4,7,5,6,3,11,3,4,4,7,6,4,4,5,2,2,5,2,3,4
495,91,3,2,4,5,4,3,4,4,5,3,3,3,1,6,3,2,2,2,3,3,3,1,3,3,3,6,1,6
562,116,2,4,3,3,6,3,3,4,2,4,13,5,4,1,7,9,6,3,1,1,4,2,5,2,4,5,8,2
405,83,7,3,1,3,3,3,3,5,2,1,2,3,4,6,3,1,1,4,2,2,1,2,4,2,5,4,3,3
1046,204,9,4,9,5,10,7,7,8,9,5,1,4,6,13,5,5,6,10,7,5,8,8,7,8,8,10,12,8
564,118,1,3,6,3,3,2,5,3,6,3,2,7,3,2,3,10,2,1,5,10,5,3,7,4,4,3,8,4
372,79,2,2,2,6,1,4,4,4,3,5,5,4,2,3,3,2,3,1,3,1,1,1,5,2,3,1,4,2
525,102,1,3,1,1,3,3,2,5,4,5,4,3,7,6,4,5,5,2,4,7,3,1,2,6,3,3,2,7
359,73,2,1,1,2,2,4,2,3,2,3,2,2,3,2,2,2,1,3,2,1,1,4,6,2,4,3,5,6
484,110,4,3,6,2,1,2,1,3,6,7,5,4,3,4,4,3,7,5,4,4,1,5,9,2,5,1,5,4
512,107,3,3,8,5,3,2,8,3,5,5,1,4,3,4,6,2,3,2,1,2,4,7,5,3,3,6,3,3
360,67,1,1,3,2,3,4,2,6,1,2,1,2,2,3,1,4,2,3,2,2,2,1,3,2,1,4,3,4
411,86,4,4,2,3,1,5,4,2,3,4,1,2,4,2,1,1,3,5,5,4,3,5,2,5,6,1,1,3
697,157,6,6,8,7,5,2,7,5,6,6,2,4,1,4,9,6,4,4,9,4,6,6,10,5,9,4,4,8
287,59,4,1,1,2,1,3,1,3,2,1,4,4,1,2,1,5,3,1,1,1,5,1,1,2,2,3,1,2
427,99,1,10,2,3,4,2,2,3,6,5,7,4,2,3,1,1,2,3,5,9,4,4,4,3,1,2,3,3
390,82,2,1,4,1,6,2,4,3,2,2,1,3,3,5,3,1,4,4,4,1,2,10,3,3,4,1,2,1
558,100,4,2,8,6,4,2,3,7,4,2,2,3,2,3,6,5,2,1,1,2,3,1,3,5,2,6,4,7
641,133,2,8,5,5,5,9,7,3,5,3,9,5,3,1,6,8,3,5,2,2,7,4,5,2,3,4,3,9
629,119,3,5,5,3,2,3,6,7,1,6,3,1,4,3,8,8,3,4,3,2,7,5,3,4,5,6,4,5
550,109,3,5,4,6,5,4,8,4,6,1,4,4,6,5,4,5,4,5,2,3,2,2,2,1,4,1,3,6
310,66,3,4,2,6,2,2,4,4,1,4,4,2,1,1,3,1,2,3,2,2,2,1,2,1,1,2,2,2
444,97,4,5,5,1,6,1,2,1,3,3,4,1,3,3,5,2,3,2,4,5,7,2,3,3,3,5,8,3
766,133,9,7,4,4,10,6,6,4,3,4,6,1,3,4,3,2,4,1,1,5,7,8,4,7,4,4,3,9
518,96,2,6,2,2,2,3,1,3,3,5,3,5,3,3,6,4,2,4,3,7,5,1,4,6,3,3,4,1
519,122,7,5,8,8,2,1,4,2,7,5,4,4,5,3,3,4,1,5,6,7,3,4,5,2,4,6,5,2
622,126,1,4,3,4,3,6,4,8,6,2,4,4,7,5,5,7,3,4,4,6,2,9,3,6,4,4,4,4
692,141,3,2,6,4,5,9,5,2,1,9,7,4,5,4,3,5,10,5,10,6,5,5,2,5,3,5,4,7
424,88,2,4,6,3,1,2,4,3,1,2,4,2,3,1,6,2,2,6,1,1,3,8,1,6,3,1,8,2
971,180,6,8,8,3,10,2,9,10,4,8,12,1,7,7,10,5,12,4,4,9,9,3,5,1,6,2,6,9
250,56,2,3,2,1,4,1,2,2,2,1,4,2,1,2,3,1,4,2,2,1,1,3,2,1,2,1,1,3
488,83,4,4,3,4,2,4,2,1,3,1,1,4,4,3,5,1,6,3,3,3,3,1,3,5,3,4,1,2
567,132,4,6,1,2,5,4,5,3,1,6,5,2,5,3,4,7,5,4,8,9,3,5,4,7,3,7,10,4
468,91,5,1,2,2,5,1,1,1,3,4,6,6,3,3,3,3,1,2,1,4,4,4,2,7,2,4,5,6
273,64,1,1,4,1,3,3,4,4,1,4,1,2,3,3,2,1,1,2,4,2,1,2,2,4,2,2,2,2
384,69,4,3,4,1,3,3,3,1,2,1,1,2,3,3,2,1,2,3,2,3,3,2,4,1,5,4,1,2
352,81,3,3,3,2,2,3,2,3,3,1,1,7,4,4,4,3,3,1,2,3,1,2,2,4,4,2,5,4
407,93,1,1,3,5,2,5,5,3,1,2,1,3,2,3,5,1,5,4,3,3,5,2,4,3,3,6,5,7
535,116,1,3,2,8,6,6,5,7,5,4,3,1,4,4,4,10,2,4,2,3,4,5,5,6,3,2,5,2
530,128,6,6,3,4,7,2,3,10,6,4,9,1,1,7,9,5,3,4,7,5,5,3,2,1,3,5,1,6
514,108,3,1,4,4,2,8,5,3,5,5,3,4,4,4,3,3,2,2,5,3,4,4,7,3,3,3,4,7
461,91,3,1,4,4,4,3,2,3,2,3,6,7,2,5,1,4,1,4,2,4,1,5,5,3,3,2,2,5
572,130,5,1,10,3,2,6,7,3,4,6,6,2,5,1,4,4,4,2,4,4,5,4,7,8,6,7,7,3
561,110,2,2,2,4,2,6,5,1,2,9,2,4,3,5,5,6,5,5,4,3,5,1,2,7,4,5,2,7
357,81,3,1,4,2,1,2,1,3,1,2,3,5,3,1,5,6,2,2,3,3,2,3,4,3,6,2,3,5
846,160,8,6,5,11,10,7,5,3,3,5,2,3,6,7,7,10,3,1,5,8,6,6,4,4,4,6,8,7
528,108,4,5,2,2,3,4,6,7,3,3,6,1,5,4,2,3,5,3,4,1,4,2,5,6,3,7,4,4
764,152,5,7,5,7,8,2,3,7,5,6,6,1,8,6,6,9,4,1,5,5,4,7,5,10,3,5,7,5
368,80,2,2,4,1,3,2,5,2,2,2,1,2,4,5,2,3,4,2,5,1,3,1,5,4,6,1,3,3
458,99,3,1,3,6,2,7,2,2,5,4,5,4,2,3,1,2,3,3,1,5,1,7,5,4,5,5,3,5
454,104,1,3,7,6,6,3,5,2,4,3,5,4,4,2,2,4,4,3,2,4,4,5,6,3,1,4,5,2
396,87,4,3,4,3,3,5,4,3,4,5,2,2,4,2,5,3,4,3,5,3,2,3,2,1,1,3,2,2
447,91,3,4,5,2,5,2,3,7,3,1,1,6,4,2,3,3,3,2,1,4,4,5,3,6,3,1,3,2
512,111,3,3,2,3,7,4,5,4,4,5,2,5,4,5,7,3,1,6,7,2,2,4,3,6,2,7,3,2
613,134,5,4,4,1,6,4,5,6,4,9,1,7,2,7,3,7,4,7,5,7,1,4,7,4,2,5,4,9
559,97,3,3,3,6,1,6,1,1,7,4,3,5,8,1,1,3,1,2,6,7,4,2,4,5,3,2,1,4
309,78,4,4,3,4,3,1,5,1,1,4,4,6,1,2,2,3,5,3,1,1,3,2,2,2,2,4,3,2
482,111,3,2,5,1,4,4,3,3,2,5,7,3,3,1,2,3,1,1,7,8,2,3,7,7,6,6,8,4
409,92,3,3,2,3,6,1,3,1,4,5,3,2,3,4,1,4,1,6,3,3,4,4,4,1,6,3,3,6
425,93,4,3,2,3,3,4,4,2,3,3,4,11,3,1,6,3,3,5,3,7,1,4,1,1,2,1,4,2
442,98,2,3,6,4,6,2,3,3,3,3,3,4,3,6,1,2,6,4,1,3,4,1,3,2,5,8,3,4
376,81,3,4,3,4,3,3,1,9,3,4,6,4,4,7,3,1,3,1,2,2,1,2,2,1,1,1,2,1
548,104,5,3,4,5,2,4,6,2,8,6,2,3,7,2,4,4,2,4,3,5,2,2,2,7,1,4,4,1
642,137,5,4,7,4,4,5,7,7,5,6,4,5,2,4,9,5,4,2,3,6,5,1,3,6,5,6,5,8
962,197,9,6,6,6,7,7,3,8,5,4,12,4,7,10,7,11,10,6,6,8,8,8,10,8,1,5,7,8
972,180,3,8,11,11,6,6,4,9,5,3,7,7,7,12,3,5,6,7,1,5,6,7,6,8,5,12,4,6
822,144,11,5,4,4,8,7,5,7,9,4,7,3,9,6,2,1,1,5,1,7,10,4,3,8,2,5,3,3
647,143,6,8,8,4,8,3,5,6,3,3,3,5,5,7,1,3,7,5,5,2,3,7,5,5,5,4,5,12
530,97,6,2,3,4,2,5,1,5,3,2,6,3,3,1,3,4,2,3,4,3,8,2,5,3,3,5,2,4
479,113,2,2,4,8,4,8,1,4,1,7,7,1,6,4,6,5,3,7,2,6,3,8,2,3,1,4,3,1
659,132,2,5,3,3,9,2,5,4,3,9,1,1,4,5,12,7,3,3,7,3,4,4,2,5,4,4,7,11
419,105,5,5,1,3,6,3,6,4,2,3,1,4,4,3,3,2,3,6,4,4,2,3,4,6,2,7,6,3
310,67,1,2,4,2,1,3,4,3,2,5,2,1,3,1,1,2,6,1,2,1,3,1,3,1,5,4,2,1
496,121,2,6,5,2,4,2,2,5,1,4,9,2,5,2,4,3,2,9,7,6,6,2,6,3,7,6,5,4
476,99,6,2,2,2,6,2,5,1,8,7,5,5,3,3,4,1,6,2,3,4,3,2,3,4,2,2,5,1
881,163,7,4,6,7,4,11,7,1,9,4,12,5,9,9,7,3,4,1,1,3,8,4,3,4,8,6,6,10
328,73,3,5,2,1,1,1,3,3,2,5,2,1,8,2,3,3,2,1,2,4,2,2,3,4,1,2,1,4
475,97,7,2,6,1,8,5,3,2,2,5,3,6,3,2,1,2,4,4,4,3,4,4,2,3,1,4,4,2
359,84,4,6,3,2,7,3,2,4,4,1,2,2,2,6,4,5,4,3,1,1,3,2,3,2,2,2,2,2
442,85,5,2,3,2,4,1,5,2,5,2,2,3,3,1,1,5,4,1,6,3,3,1,7,1,4,4,3,2
439,89,3,2,1,5,5,3,2,4,4,3,2,5,3,1,3,4,5,3,5,1,4,4,5,6,1,1,3,1
524,115,1,3,10,5,2,4,1,3,5,2,1,2,6,3,1,5,4,4,6,8,5,4,6,1,9,7,1,6
375,74,2,6,2,2,4,2,3,2,2,1,2,1,3,5,3,2,1,1,1,3,4,2,3,5,3,3,3,3
343,80,2,3,4,4,1,3,4,5,1,1,4,5,2,1,1,5,3,2,3,2,7,1,2,4,2,3,3,2
417,87,3,1,5,5,7,1,2,3,3,6,1,1,2,4,4,6,1,2,1,3,3,2,2,4,4,2,4,5
755,167,1,8,11,10,7,5,7,8,9,2,8,7,10,9,1,1,6,3,6,2,10,6,6,7,4,3,3,7
300,74,1,4,2,3,2,2,3,4,2,2,5,1,3,3,2,3,2,3,1,3,2,2,2,4,2,3,4,4
403,90,4,4,2,5,2,8,4,3,2,2,2,1,6,2,1,1,2,1,6,3,5,5,4,2,3,3,2,5
311,82,4,2,3,3,4,2,1,1,3,4,1,7,1,3,4,2,6,2,5,2,2,2,6,3,3,2,1,3
356,75,1,2,1,3,2,1,1,4,2,1,2,4,4,2,6,2,4,1,5,4,1,2,2,1,4,7,3,3
509,107,2,4,3,7,3,1,5,3,4,2,7,4,5,7,1,5,2,3,4,4,4,8,2,2,3,4,4,4
510,108,6,4,1,5,2,4,5,5,1,1,2,6,6,1,2,4,6,2,7,3,8,2,4,5,4,3,5,4
518,110,4,8,2,2,2,5,4,4,5,1,7,2,5,7,3,4,3,4,3,4,3,2,2,5,8,2,3,6
420,93,5,3,2,6,4,3,7,4,2,3,3,4,3,3,1,10,2,3,3,2,1,1,2,4,1,2,5,4
342,77,3,1,1,1,1,5,4,2,1,3,2,2,5,2,6,2,3,3,2,5,2,2,2,3,4,6,2,2
486,85,1,3,3,2,4,3,1,5,3,2,1,4,2,5,2,4,3,3,3,5,4,2,5,3,4,4,2,2
503,107,4,3,4,4,3,4,2,3,3,4,1,6,1,3,2,6,3,2,7,3,7,1,5,4,4,7,4,7
455,109,1,6,4,2,6,7,5,7,3,3,3,3,3,10,1,2,4,4,3,4,4,2,4,2,4,4,5,3
1182,234,9,7,6,8,3,12,8,9,6,8,9,14,16,8,5,1,15,7,5,9,12,8,7,9,11,11,9,2
882,191,5,8,8,6,7,1,7,5,6,10,4,4,5,5,6,9,12,6,5,4,5,7,5,12,10,9,10,10
557,118,3,6,3,6,7,4,3,2,6,3,4,1,5,2,6,2,6,6,1,3,6,5,7,2,4,2,7,6
368,73,3,1,2,3,2,1,5,2,1,1,6,5,4,3,2,2,2,1,4,2,4,1,5,1,1,6,1,2
715,154,8,9,9,6,5,8,5,3,6,6,8,8,6,2,7,1,5,4,1,5,6,5,1,6,6,7,6,5
474,106,5,4,1,2,3,5,3,4,4,4,5,3,4,6,4,4,1,5,1,5,2,4,3,5,5,5,5,4
642,152,4,7,10,5,4,3,1,5,4,7,6,5,3,5,5,5,8,6,9,4,7,1,7,8,5,7,5,6
938,197,13,7,4,9,8,8,8,8,9,9,5,4,7,8,5,9,10,2,8,10,4,8,5,13,6,3,6,1
875,171,11,8,7,6,6,5,7,14,9,3,4,7,9,4,5,1,5,7,9,6,6,4,5,6,7,2,1,7
485,106,2,1,5,1,1,3,2,5,4,4,5,6,6,5,6,2,2,1,9,7,2,4,2,2,9,3,3,4
509,106,2,2,5,4,4,3,3,4,1,9,1,3,8,4,4,6,2,5,5,5,4,1,2,4,5,3,4,3
855,161,5,2,5,5,2,7,6,6,6,9,3,3,7,1,5,3,6,3,14,6,9,12,8,4,6,8,3,7
695,140,6,6,4,1,3,6,5,4,7,2,4,7,8,5,6,3,5,1,6,6,2,8,8,5,6,8,5,3
441,100,2,4,7,4,6,2,2,6,2,2,4,6,7,4,2,5,3,4,3,1,3,1,5,2,1,4,5,3
734,149,4,5,4,5,4,4,6,7,4,7,2,6,7,9,7,5,6,2,6,10,9,6,5,3,4,1,8,3
568,112,3,9,3,2,1,7,3,5,4,1,3,2,2,3,5,4,4,3,4,5,4,5,6,7,1,6,4,6
630,138,7,9,6,1,4,7,2,5,4,4,5,3,4,5,1,7,2,5,4,7,6,9,6,4,2,11,2,6
419,91,2,4,4,2,3,1,4,3,4,2,2,2,7,3,3,4,4,1,2,6,3,4,2,4,5,1,5,4
358,72,1,2,1,4,3,2,1,2,2,2,2,5,2,2,4,4,5,4,3,1,3,1,2,2,3,2,5,2
644,127,5,4,6,5,7,6,10,3,5,4,2,4,4,1,1,4,8,2,4,4,3,6,3,5,9,1,4,7
599,120,3,9,4,6,5,2,4,5,7,2,5,1,4,1,4,5,5,9,6,5,5,2,2,1,7,1,6,4
464,97,3,1,1,1,3,2,2,5,1,4,4,2,4,3,7,4,2,4,1,4,4,4,4,4,6,6,5,6
695,145,7,6,2,5,7,4,2,5,9,7,5,6,9,4,8,5,3,5,7,5,1,4,6,1,7,3,7,5
475,117,2,5,7,6,1,3,3,1,6,8,3,6,6,1,8,2,2,1,3,5,3,6,4,4,10,5,2,4
501,83,4,2,1,3,2,4,3,1,3,4,1,6,5,1,4,3,4,1,1,2,4,2,3,2,4,6,3,4
730,132,5,5,2,9,7,11,1,1,2,4,6,2,2,3,4,4,6,6,3,7,5,6,4,11,4,2,8,2
529,99,3,4,4,2,6,4,1,1,6,3,3,5,1,5,2,5,6,3,3,2,6,3,5,2,4,2,3,5
457,109,2,6,8,3,2,2,6,1,6,2,6,4,5,2,3,1,2,7,1,4,3,8,5,5,1,4,2,8
